Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Tot.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Tot,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label
172.217.18.138-192.168.14.155-443-50680-6,172.217.18.138,443,192.168.14.155,50680,6,29/11/2019 02:51:21 PM,34,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58823.529411764706,34.0,0.0,34.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,29411.764705882353,29411.764705882353,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,248,0,0,0,0,0,0,0,0,0,0,No Label
192.168.14.155-54.36.108.171-40218-80-6,54.36.108.171,80,192.168.14.155,40218,6,29/11/2019 02:49:18 PM,112639214,14,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26633708576837195,3884110.827586207,4616301.679553798,1.0240695E7,36.0,1.02399258E8,7876866.0,3253298.9080933933,1.0240739E7,1656129.0,1.12639214E8,7509280.933333334,3699532.2251124717,1.024077E7,45.0,0,0,0,0,448,512,0.12429064002524023,0.1420464457431317,0.0,0.0,0.0,0.0,0.0,0,0,0,0,30,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,501,0,0,0,0,0,0,1.575021016402295E15,3.443877776322232E7,1.575021070992202E15,1.575020958476432E15,No Label
192.168.14.155-216.58.207.13-42308-443-6,192.168.14.155,42308,216.58.207.13,443,6,29/11/2019 02:49:30 PM,111640438,6,4,102.0,117.0,39.0,0.0,17.0,19.411336893681487,39.0,0.0,29.25,19.5,1.961654790354728,0.0895732780983894,1.2404493111111112E7,2.4645098754667215E7,5.8792779E7,15.0,1.11604749E8,2.23209498E7,3.0629907425551284E7,5.8792779E7,24.0,5.8845237E7,1.9615079E7,3.394342350622077E7,5.8809563E7,24.0,0,1,0,0,192,128,0.05374396685903364,0.03582931123935576,0.0,39.0,23.454545454545453,19.10687643945832,365.0727272727273,1,0,0,6,10,0,0,0,0.0,25.8,17.0,29.25,0,0,0,0,0,0,0,10,0,11,-1,251,3,0,0,0,0,0,1.5750210118729105E15,4.277802504889258E7,1.57502108233719E15,1.575020970697112E15,No Label
192.168.14.155-216.58.207.13-42308-443-6,216.58.207.13,443,192.168.14.155,42308,6,29/11/2019 02:51:22 PM,1453,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1376.4624913971093,1453.0,0.0,1453.0,1453.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,688.2312456985546,688.2312456985546,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,251,0,0,0,0,0,0,0,0,0,0,No Label
192.168.14.155-216.58.207.99-40038-443-6,192.168.14.155,40038,216.58.207.99,443,6,29/11/2019 02:49:31 PM,112640747,6,4,102.0,117.0,39.0,0.0,17.0,19.411336893681487,39.0,0.0,29.25,19.5,1.9442342654208427,0.08877782033885126,1.2515638555555556E7,2.4843546896698676E7,5.8766552E7,23.0,1.12578818E8,2.25157636E7,3.0873067190675147E7,5.8766552E7,23.0,5.8845594E7,1.9615198E7,3.3959759115679204E7,5.8828549E7,355.0,0,1,0,0,192,128,0.05326669220331076,0.035511128135540505,0.0,39.0,23.454545454545453,19.10687643945832,365.0727272727273,1,0,0,6,10,0,0,0,0.0,25.8,17.0,29.25,0,0,0,0,0,0,0,10,0,11,-1,255,3,0,0,0,0,0,1.5750210130173872E15,4.304196459934738E7,1.575021084337817E15,1.575020971697827E15,No Label
192.168.14.155-216.58.207.97-41388-443-6,192.168.14.155,41388,216.58.207.97,443,6,29/11/2019 02:49:32 PM,111640603,6,4,102.0,117.0,39.0,0.0,17.0,19.411336893681487,39.0,0.0,29.25,19.5,1.9616518911134868,0.0895731457129446,1.2404511444444444E7,2.4638452858072486E7,5.8770971E7,16.0,1.11583142E8,2.23166284E7,3.0623163533360768E7,5.8770971E7,16.0,5.8845635E7,1.9615211666666668E7,3.395986765752668E7,5.8828688E7,306.0,0,1,0,0,192,128,0.053743887427766764,0.03582925828517784,0.0,39.0,23.454545454545453,19.10687643945832,365.0727272727273,1,0,0,6,10,0,0,0,0.0,25.8,17.0,29.25,0,0,0,0,0,0,0,10,0,11,-1,275,3,0,0,0,0,0,1.5750210138742918E15,4.276820989311635E7,1.575021084337897E15,1.575020972698205E15,No Label
192.168.14.155-216.58.207.99-40038-443-6,216.58.207.99,443,192.168.14.155,40038,6,29/11/2019 02:51:24 PM,55,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36363.63636363636,55.0,0.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18181.81818181818,18181.81818181818,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
192.168.14.155-216.58.207.97-41388-443-6,216.58.207.97,443,192.168.14.155,41388,6,29/11/2019 02:51:24 PM,33,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,30303.0303030303,30303.0303030303,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,275,0,0,0,0,0,0,0,0,0,0,No Label
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,29/11/2019 02:49:19 PM,60079433,4,1,1244.0,311.0,311.0,311.0,311.0,0.0,311.0,311.0,311.0,0.0,25.88240138684398,0.08322315558470733,1.501985825E7,1.2410731605859835E7,3.2059755E7,3999858.0,5.6079575E7,1.8693191666666668E7,1.2250678273019513E7,3.2059755E7,7999878.0,0,0,0,0,0,0,0,0,0,32,8,0.06657852446776587,0.016644631116941467,311.0,311.0,311.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,373.2,311.0,311.0,0,0,0,0,0,0,0,248,0,62,-1,-1,4,0,0,0,0,0,1.5750209839060748E15,1.836065066916808E7,1.575021003939176E15,1.575020967879563E15,No Label
192.168.14.171-192.168.14.255-137-137-17,192.168.14.171,137,192.168.14.255,137,17,29/11/2019 02:49:28 PM,110984354,5,1,250.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,2.703083715746095,0.054061674314921905,2.21968708E7,2092219.8019736598,2.5844837E7,2.0997946E7,8.99365E7,2.2484125E7,2299219.816280441,2.5844837E7,2.0997946E7,0,0,0,0,0,0,0,0,0,40,8,0.04505139526243492,0.009010279052486985,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,58.333333333333336,50.0,50.0,0,0,0,0,0,0,0,41,0,8,-1,-1,5,0,0,0,0,0,1.2600168240090328E15,7.043708060532889E14,1.575021057197552E15,2.1047854E7,No Label
192.168.14.155-216.58.210.86-51782-443-6,192.168.14.155,51782,216.58.210.86,443,6,29/11/2019 02:50:01 PM,111640384,6,4,102.0,117.0,39.0,0.0,17.0,19.411336893681487,39.0,0.0,29.25,19.5,1.9616557391991774,0.08957332142461996,1.2404487111111112E7,2.457754547854944E7,5.8426807E7,25.0,1.11487491E8,2.22974982E7,3.0542516967324708E7,5.8426807E7,25.0,5.8691209E7,1.9563736333333332E7,3.378848488450218E7,5.8579265E7,268.0,0,1,0,0,192,128,0.05374399285477198,0.03582932856984799,0.0,39.0,23.454545454545453,19.10687643945832,365.0727272727273,1,0,0,6,10,0,0,0,0.0,25.8,17.0,29.25,0,0,0,0,0,0,0,10,0,11,-1,329,3,0,0,0,0,0,1.5750210428223768E15,4.267789993997374E7,1.575021113338419E15,1.575021001698736E15,No Label
192.168.14.155-216.58.210.86-51782-443-6,216.58.210.86,443,192.168.14.155,51782,6,29/11/2019 02:51:53 PM,41,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48780.487804878045,41.0,0.0,41.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,24390.243902439022,24390.243902439022,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,329,0,0,0,0,0,0,0,0,0,0,No Label
192.168.14.155-74.125.167.91-40562-443-6,192.168.14.155,40562,74.125.167.91,443,6,29/11/2019 02:51:22 PM,35407856,907,1801,3059.0,2498856.0,1260.0,0.0,3.372657111356113,60.50098098101269,2016.0,0.0,1387.482509716823,110.47701545534271,70659.88406640606,76.4802025855505,13080.109346139636,338978.0399316028,1.0230371E7,3.0,2.5638622E7,28298.699779249455,488601.0632694984,1.0243807E7,626.0,3.5407856E7,19671.031111111115,416595.41974213783,1.0244305E7,8.0,0,0,0,0,29024,57648,25.61578424855772,50.864418336992784,0.0,2016.0,923.5566629752694,660.60115536294,436393.88646685117,1,2,0,27,2707,0,0,0,1.0,923.8977104874446,3.3726571113561192,1387.482509716824,0,0,0,0,898,1177549,0,1,0,922,-1,280,4,0,0,0,0,0,1.5744390385497872E15,3.0277671562206324E13,1.57502110823796E15,9727682.0,No Label
192.168.14.155-74.125.167.91-40562-443-6,192.168.14.155,40562,74.125.167.91,443,6,29/11/2019 02:51:58 PM,28,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,1107142.857142857,71428.57142857143,28.0,0.0,28.0,28.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,35714.28571428572,35714.28571428572,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,1,0,0,1,2,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,0,0,0,15,-1,2357,0,0,0,0,0,0,0,0,0,0,No Label
192.168.14.155-192.30.253.124-52852-443-6,192.30.253.124,443,192.168.14.155,52852,6,29/11/2019 02:49:27 PM,108256253,5,4,48.0,108.0,24.0,0.0,9.6,13.145341380123988,28.0,24.0,27.0,1.9999999999999996,1.441025305023258,0.08313607528980335,1.3532031625000002E7,2.481926140085828E7,5.374398E7,157.0,1.07999837E8,2.699995925E7,3.0880633681870718E7,5.374398E7,256511.0,1.07999957E8,3.5999985666666664E7,3.1176766163071375E7,5.4000504E7,157.0,0,1,0,0,160,128,0.0461867084943352,0.036949366795468154,0.0,28.0,18.0,12.54325848148452,157.33333333333334,0,0,0,6,9,0,0,0,0.0,20.0,9.6,27.0,0,0,0,0,0,0,0,5,0,12,-1,501,2,0,0,0,0,0,1.5750210215984815E15,4.398657496099149E7,1.575021075744406E15,1.575020967744697E15,No Label
192.168.14.241-192.168.14.245-80-4002-6,192.168.14.245,4002,192.168.14.241,80,6,29/11/2019 02:54:18 PM,2374,4,1,78.0,0.0,78.0,0.0,19.5,39.0,0.0,0.0,0.0,0.0,32855.93934288122,2106.149957877001,593.5,478.52655795333516,991.0,13.0,1393.0,464.33333333333337,493.3328828826772,991.0,13.0,0,0,0,0,0,0,0,0,0,80,28,1684.9199663016009,421.2299915754002,0.0,78.0,13.0,31.843366656181317,1014.0,1,1,0,1,4,0,0,0,0.0,15.6,19.5,0.0,0,0,0,0,0,0,0,15,0,0,-1,8192,1,0,0,0,0,0,1.5750212586121275E15,1119.3500346183048,1.575021258612919E15,1.575021258611336E15,No Label
